originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,lostEntropy,percentEntropyLoss,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
v1!_VL,0,1,0,1,0,0,2,39.32753311006583,VLv1!_,31.835680013736155,7.491853096329675,19.04989330340719,0,0,1,1,0,0,2,11,10,11,10,11,10,6,3,1,2
t4r!J1,0,0,1,0,1,0,2,39.32753311006583,Jtr41!,31.835680013736155,7.491853096329675,19.04989330340719,0,0,2,0,0,0,2,15,9,15,9,15,9,6,3,2,1
r]6J+N,0,1,0,0,0,0,1,39.32753311006583,JNr6]+,31.835680013736155,7.491853096329675,19.04989330340719,0,0,1,1,0,0,2,14,10,14,10,14,10,6,3,1,2
q856VW,0,0,2,1,1,0,4,39.32753311006583,VWq856,33.42064251445731,5.906890595608519,15.019733322903638,0,0,2,1,0,0,3,11,10,11,10,11,10,6,3,3,0
o5;*nX,0,1,0,1,0,0,2,39.32753311006583,Xon5;*,31.835680013736155,7.491853096329675,19.04989330340719,0,0,1,0,0,-1,0,10,9,10,9,10,9,6,3,1,2
mo3u+H,0,0,1,0,1,-1,1,39.32753311006583,Hmou3+,32.42064251445731,6.906890595608519,17.56248116625629,0,0,2,0,0,-1,1,13,9,13,9,13,9,6,4,1,1
i2)2WQ,0,0,0,1,0,0,1,39.32753311006583,WQi22),31.835680013736155,7.491853096329675,19.04989330340719,0,0,2,1,0,0,3,11,10,11,10,11,10,6,3,2,1
g8:6AR,0,0,0,1,0,-1,0,39.32753311006583,ARg86:,31.835680013736155,7.491853096329675,19.04989330340719,0,0,2,1,0,-1,2,11,10,11,10,11,10,6,3,2,1
d:4}nY,0,1,0,1,0,-1,1,39.32753311006583,Ydn4:},31.835680013736155,7.491853096329675,19.04989330340719,0,0,1,0,0,-1,0,10,9,10,9,10,9,6,3,1,2
c8>|NG,0,1,0,1,0,0,2,39.32753311006583,NGc8>|,31.835680013736155,7.491853096329675,19.04989330340719,0,0,1,1,0,0,2,11,10,11,10,11,10,6,3,1,2
8l^Q-T,0,1,0,0,0,0,1,39.32753311006583,QTl8^-,31.835680013736155,7.491853096329675,19.04989330340719,0,0,1,1,0,0,2,17,10,17,10,17,10,6,3,1,2
7s$U]p,0,1,0,0,0,0,1,39.32753311006583,Usp7$],31.835680013736155,7.491853096329675,19.04989330340719,0,0,1,0,0,-1,0,16,9,16,9,16,9,6,3,1,2
7*pauR,0,0,1,1,0,-1,1,39.32753311006583,Rpau7*,32.42064251445731,6.906890595608519,17.56248116625629,0,0,2,0,0,-1,1,10,9,10,9,10,9,6,4,1,1
5c2`Qe,0,0,1,0,1,0,2,39.32753311006583,Qce52`,31.835680013736155,7.491853096329675,19.04989330340719,0,0,2,0,0,0,2,13,9,13,9,13,9,6,3,2,1
4o6&4D,0,0,1,0,1,0,2,39.32753311006583,Do464&,32.42064251445731,6.906890595608519,17.56248116625629,0,0,2,0,0,-1,1,13,9,13,9,13,9,6,2,3,1
3qq:Q-,0,1,1,0,0,0,2,39.32753311006583,Qqq3:-,31.835680013736155,7.491853096329675,19.04989330340719,0,0,1,0,0,0,1,15,9,15,9,15,9,6,3,1,2
3.bH1o,0,0,1,1,1,0,3,39.32753311006583,Hbo31.,31.835680013736155,7.491853096329675,19.04989330340719,0,0,2,0,0,-1,1,13,9,13,9,13,9,6,3,2,1
2fKIl1,0,0,2,1,1,-1,3,39.32753311006583,KIfl21,32.83568001373615,6.491853096329675,16.507145460054534,0,0,2,1,0,-1,2,13,10,13,10,13,10,6,4,2,0
1v]0JL,0,0,0,1,0,0,1,39.32753311006583,JLv10],31.835680013736155,7.491853096329675,19.04989330340719,0,0,2,1,0,0,3,14,10,14,10,14,10,6,3,2,1
1q!+In,0,1,0,0,0,-1,0,39.32753311006583,Iqn1!+,31.835680013736155,7.491853096329675,19.04989330340719,0,0,1,0,0,0,1,13,9,13,9,13,9,6,3,1,2
0o|0cV,0,0,0,1,0,0,1,39.32753311006583,Voc00|,31.835680013736155,7.491853096329675,19.04989330340719,0,0,2,0,0,-1,1,13,9,13,9,13,9,6,3,2,1
=66c&Q,1,0,1,0,0,0,2,39.32753311006583,Qc66=&,31.835680013736155,7.491853096329675,19.04989330340719,0,0,1,0,0,0,1,13,9,13,9,13,9,6,2,2,2
<bu1'W,1,0,1,0,0,-1,1,39.32753311006583,Wbu1<',31.835680013736155,7.491853096329675,19.04989330340719,0,0,1,0,0,-1,0,13,9,13,9,13,9,6,3,1,2
+u4Aj^,1,0,1,0,1,0,3,39.32753311006583,Auj4+^,31.835680013736155,7.491853096329675,19.04989330340719,0,0,1,0,0,0,1,15,9,15,9,15,9,6,3,1,2
/t0[2B,1,0,0,0,0,0,1,39.32753311006583,Bt02/[,31.835680013736155,7.491853096329675,19.04989330340719,0,0,1,0,0,0,1,13,9,13,9,13,9,6,2,2,2
)7f0(O,1,0,1,0,1,0,3,39.32753311006583,Of70)(,31.835680013736155,7.491853096329675,19.04989330340719,0,0,1,0,0,-1,0,13,9,13,9,13,9,6,2,2,2
