originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,lostEntropy,percentEntropyLoss,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
POSITION-gives-madrid-FIRM,0,3,8,2,0,-4,9,170.4193101436186,POSITIONFIRMgivesmadrid---,138.70826728475313,31.711042858865454,18.607658270733168,0,1,5,1,0,-1,6,47,40,47,40,47,40,26,23,0,3
moon-verb-WINTER-ALTHOUGH,0,3,7,2,0,-4,8,163.86472129194092,WINTERALTHOUGHmoonverb---,134.4106280764483,29.454093215492637,17.97463968038447,0,1,5,1,0,-1,6,48,41,48,41,48,41,25,22,0,3
FURTHER-tools-AMERICA-smell,0,3,9,2,0,-4,10,176.9738989952962,FURTHERAMERICAtoolssmell---,144.55633165582867,32.41756733946752,18.317710986482332,0,1,5,1,0,-1,6,50,43,50,43,50,43,27,24,0,3
answer-WHOLE-THUS-white,0,3,6,2,0,-4,7,150.75554358858565,WHOLETHUSanswerwhite---,122.60743692411137,28.14810666447429,18.671357612752825,0,1,5,1,0,-1,6,41,34,41,34,41,34,23,20,0,3
plan-HURT-knew-whom,0,3,4,1,0,-4,4,124.53718818187512,HURTplanknewwhom---,103.78711259137398,20.75007559050114,16.661750512784632,0,1,5,1,0,-1,6,32,25,32,25,32,25,19,16,0,3
eggs-alabama-FEET-reason,0,3,7,1,0,-4,7,157.31013244026332,FEETeggsalabamareason---,133.78000333373814,23.530129106525173,14.9577962598566,0,1,5,1,0,-1,6,37,30,37,30,37,30,24,21,0,3
height-OUGHT-LIGHT-COLLEGE,0,3,8,3,0,-4,10,170.4193101436186,OUGHTLIGHTCOLLEGEheight---,142.4517757247861,27.96753441883247,16.411012575548632,0,1,5,1,0,-1,6,52,45,52,45,52,45,26,23,0,3
than-GREEN-QUICKLY-SELL,0,3,7,3,0,-4,9,150.75554358858565,GREENQUICKLYSELLthan---,127.72291414153129,23.032629447054358,15.278131005192606,0,1,5,1,0,-1,6,48,41,48,41,48,41,23,20,0,3
monday-DECIMAL-TRAINING-draw,0,3,9,2,0,-4,10,183.52848784697386,DECIMALTRAININGmondaydraw---,150.21045618105725,33.31803166591661,18.15414710641391,0,1,5,1,0,-1,6,52,45,52,45,52,45,28,25,0,3
proud-which-SPRING-SLEEP,0,3,7,2,0,-4,8,157.31013244026332,SPRINGSLEEPproudwhich---,127.89899136995523,29.41114107030809,18.696278881766645,0,1,5,1,0,-1,6,44,37,44,37,44,37,24,21,0,3
