originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,lostEntropy,percentEntropyLoss,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
"fDf0v,*a_",0,1,2,1,1,0,5,58.99129966509874,"Dffva0,*_",47.69209164671146,11.29920801838728,19.154024546898185,0,1,2,0,0,-1,2,17,12,16,12,12,12,9,5,1,3
o9($?F0Mu,0,3,1,0,1,-1,4,58.99129966509874,FMou90($?,46.1071291459903,12.884170519108435,21.840797867233885,0,1,2,1,0,-1,3,15,12,15,12,14,14,9,4,2,3
6VvFxO$gW,0,0,2,2,0,0,4,58.99129966509874,VFOWvxg6$,47.69209164671146,11.29920801838728,19.154024546898185,0,0,3,1,0,-1,3,17,14,17,14,14,14,9,7,1,1
0c6IbB)tj,0,0,2,1,1,-1,3,58.99129966509874,IBcbtj06),47.1071291459903,11.884170519108435,20.145632638332117,0,0,3,1,0,-1,3,17,12,17,12,12,12,9,6,2,1
"r1ININH,9",0,0,3,1,1,-1,4,58.99129966509874,"ININHr19,",48.42905724087767,10.562242424221072,17.904746096770698,0,0,3,1,0,-1,3,17,15,17,15,14,14,9,6,2,1
lz$F841{h,0,1,1,0,0,0,2,58.99129966509874,Flzh841${,46.69209164671146,12.29920801838728,20.849189775799957,0,0,3,0,0,0,3,15,12,15,12,12,12,9,4,3,2
.PO)5rU@s,1,1,1,2,0,-2,3,58.99129966509874,POUrs5.)@,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,18,13,18,13,14,14,9,5,1,3
uX*29%4AS,0,1,0,2,0,-2,1,58.99129966509874,XASu294*%,46.69209164671146,12.29920801838728,20.849189775799957,0,0,3,1,0,-1,3,18,14,16,14,14,14,9,4,3,2
"tk$AX$7,S",0,3,0,1,0,-1,3,58.99129966509874,"AXStk7$$,",46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,16,13,16,13,14,14,9,5,1,3
r.]8U5w$1,0,3,1,0,1,0,5,58.99129966509874,Urw851.]$,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,0,0,-1,2,17,13,17,13,11,11,9,3,3,3
wU-2v>j~m,0,3,0,1,0,-1,3,58.99129966509874,Uwvjm2->~,47.69209164671146,11.29920801838728,19.154024546898185,0,1,2,0,0,-1,2,18,12,18,12,12,12,9,5,1,3
)N7Q$pyxs,1,0,2,0,1,-1,3,58.99129966509874,NQpyxs7)$,47.1071291459903,11.884170519108435,20.145632638332117,0,0,3,1,0,-1,3,17,12,17,12,13,13,9,6,1,2
c+@8p{cbS,0,3,0,1,0,0,4,58.99129966509874,Scpcb8+@{,47.69209164671146,11.29920801838728,19.154024546898185,0,1,2,0,0,0,3,17,14,17,14,13,13,9,5,1,3
6XVx^w-5j,0,1,1,1,0,0,3,58.99129966509874,XVxwj65^-,46.1071291459903,12.884170519108435,21.840797867233885,0,0,3,1,0,0,4,18,14,17,12,12,12,9,5,2,2
"cy)I,M:k7",0,3,0,0,0,0,3,58.99129966509874,"IMcyk7),:",46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,18,12,18,12,13,13,9,5,1,3
]l6&KWlMt,1,0,2,1,0,0,4,58.99129966509874,KWMllt6]&,46.69209164671146,12.29920801838728,20.849189775799957,0,0,3,1,0,0,4,17,15,17,15,13,13,9,6,1,2
@De[1Ir.3,1,1,1,0,0,-2,1,58.99129966509874,DIer13@[.,46.1071291459903,12.884170519108435,21.840797867233885,0,1,2,1,0,-1,3,18,14,18,14,12,12,9,4,2,3
5O-.Zyz$f,0,3,1,0,0,-1,3,58.99129966509874,OZyzf5-.$,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,17,12,17,12,12,12,9,5,1,3
0sI$6@rEj,0,1,1,2,0,-2,2,58.99129966509874,IEsrj06$@,46.1071291459903,12.884170519108435,21.840797867233885,0,0,3,1,0,-1,3,15,12,15,12,13,13,9,5,2,2
ki;7F7i3_,0,0,2,0,1,-1,2,58.99129966509874,Fkii773;_,46.69209164671146,12.29920801838728,20.849189775799957,0,0,3,0,0,-1,2,16,12,16,12,11,11,9,4,3,2
"+a4|7U+o,",1,3,0,0,0,0,4,58.99129966509874,"Uao47+|+,",47.1071291459903,11.884170519108435,20.145632638332117,0,3,2,0,0,0,5,21,13,21,13,13,13,9,3,2,4
"q<,2J*&>*",0,7,0,0,0,0,7,58.99129966509874,"Jq2<,*&>*",50.014019741598815,8.977279923499918,15.217972776435001,0,7,1,0,0,0,8,18,16,17,15,15,15,9,2,1,6
|luFp6kCF,1,0,3,1,1,-1,5,58.99129966509874,FCFlupk6|,47.69209164671146,11.29920801838728,19.154024546898185,0,0,3,1,0,-1,3,17,14,17,14,13,13,9,7,1,1
/Vo?PJz4Z,1,0,2,1,1,-1,4,58.99129966509874,VPJZoz4/?,47.1071291459903,11.884170519108435,20.145632638332117,0,0,3,1,0,-1,3,19,14,19,14,14,14,9,6,1,2
[4ym8?Aj{,1,1,1,0,1,-2,2,58.99129966509874,Aymj48[?{,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,0,0,-1,2,18,14,18,14,12,12,9,4,2,3
{^~FmZ~4_,1,5,1,1,0,0,8,58.99129966509874,FZm4{^~~_,48.42905724087767,10.562242424221072,17.904746096770698,0,5,1,1,0,0,7,18,13,20,15,16,16,9,3,1,5
u9!E9v5YG,0,0,2,1,1,-1,3,58.99129966509874,EYGuv995!,46.69209164671146,12.29920801838728,20.849189775799957,0,0,3,1,0,-1,3,18,13,18,13,13,13,9,5,3,1
_Spr17Q/f,1,0,2,0,1,0,4,58.99129966509874,SQprf17_/,46.1071291459903,12.884170519108435,21.840797867233885,0,0,3,1,0,0,4,18,14,18,14,12,12,9,5,2,2
^-aT8Chp%,1,1,2,1,1,-1,5,58.99129966509874,TCahp8^-%,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,19,15,17,13,13,13,9,5,1,3
o$#|[Z1I:,0,5,1,0,1,0,7,58.99129966509874,ZIo1$#|[:,48.42905724087767,10.562242424221072,17.904746096770698,0,5,1,1,0,-1,6,17,14,17,14,15,15,9,3,1,5
[64xd9J*-,1,1,2,0,1,0,5,58.99129966509874,Jxd649[*-,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,0,0,0,3,19,13,17,13,11,11,9,3,3,3
r!=2na!uF,0,3,1,1,0,-2,3,58.99129966509874,Frnau2!=!,47.69209164671146,11.29920801838728,19.154024546898185,0,1,2,0,0,-1,2,16,13,16,13,12,12,9,5,1,3
(bW#o16T^,1,1,1,1,1,0,5,58.99129966509874,WTbo16(#^,46.1071291459903,12.884170519108435,21.840797867233885,0,1,2,1,0,-1,3,20,13,19,14,14,14,9,4,2,3
;Pu:1mr}E,1,1,1,0,0,-1,2,58.99129966509874,PEumr1;:},46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,18,13,18,13,13,13,9,5,1,3
u+EVIy2fo,0,0,2,1,1,-1,3,58.99129966509874,EVIuyfo2+,47.69209164671146,11.29920801838728,19.154024546898185,0,0,3,1,0,-1,3,17,14,17,14,13,13,9,7,1,1
z+PIs3$&@,0,3,1,1,0,-1,4,58.99129966509874,PIzs3+$&@,47.1071291459903,11.884170519108435,20.145632638332117,0,3,2,1,0,-1,5,15,14,15,14,15,15,9,4,1,4
"ys,TyET3l",0,0,2,1,1,-2,2,58.99129966509874,"TETysyl3,",47.69209164671146,11.29920801838728,19.154024546898185,0,0,3,1,0,-1,3,16,13,16,13,12,12,9,7,1,1
dhyIk8[7i,0,0,2,1,0,-1,2,58.99129966509874,Idhyki87[,48.42905724087767,10.562242424221072,17.904746096770698,0,0,3,0,0,-1,2,14,12,14,12,10,10,9,6,2,1
6@[ILhLKh,0,1,2,1,0,-1,3,58.99129966509874,ILLKhh6@[,47.1071291459903,11.884170519108435,20.145632638332117,0,0,3,1,0,-1,3,16,15,16,15,14,14,9,6,1,2
exnhQ3~Ov,0,0,2,1,0,-2,1,58.99129966509874,QOexnhv3~,48.42905724087767,10.562242424221072,17.904746096770698,0,0,3,1,0,-1,3,14,13,14,13,12,12,9,7,1,1
uBN{0dMUL,0,0,2,2,0,-2,2,58.99129966509874,BNMULud0{,48.42905724087767,10.562242424221072,17.904746096770698,0,0,3,1,0,-1,3,18,16,18,16,15,15,9,7,1,1
<e#X#5*;c,1,5,0,0,0,0,6,58.99129966509874,Xec5<##*;,48.42905724087767,10.562242424221072,17.904746096770698,0,5,1,0,0,-1,5,22,13,20,13,14,14,9,3,1,5
;pq]5(MEq,1,1,1,1,0,-1,3,58.99129966509874,MEpqq5;](,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,17,14,17,14,12,12,9,5,1,3
2eo:Je:|4,0,3,1,0,0,-1,3,58.99129966509874,Jeoe24::|,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,0,0,-1,2,17,12,17,12,13,13,9,4,2,3
<0Y$[;^e(,1,7,0,0,0,0,8,58.99129966509874,Ye0<$[;^(,50.014019741598815,8.977279923499918,15.217972776435001,0,7,1,0,0,-1,7,20,17,19,15,14,14,9,2,1,6
0y~eMej{;,0,1,1,1,0,-1,2,58.99129966509874,Myeej0~{;,47.69209164671146,11.29920801838728,19.154024546898185,0,1,2,0,0,-1,2,18,13,18,13,12,12,9,5,1,3
!JF7]yv+Z,1,1,1,1,0,-1,3,58.99129966509874,JFZyv7!]+,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,20,14,20,14,14,14,9,5,1,3
"iR%zf},y2",0,3,0,1,0,-1,3,58.99129966509874,"Rizfy2%},",47.69209164671146,11.29920801838728,19.154024546898185,0,1,2,0,0,-1,2,18,13,18,13,12,12,9,5,1,3
vE&t9I|JN,0,1,1,2,1,-1,4,58.99129966509874,EIJNvt9&|,47.1071291459903,11.884170519108435,20.145632638332117,0,0,3,1,0,-1,3,20,15,20,15,15,15,9,6,1,2
jB5GBwt2$,0,0,3,1,1,0,5,58.99129966509874,BGBjwt52$,46.69209164671146,12.29920801838728,20.849189775799957,0,0,3,1,0,0,4,15,13,15,13,13,13,9,6,2,1
]Ga$$|.i6,1,5,0,0,0,-1,5,58.99129966509874,Gai6]$$|.,48.42905724087767,10.562242424221072,17.904746096770698,0,5,1,0,0,-1,5,18,15,18,15,13,13,9,3,1,5
pmXS4x_Y^,0,0,2,1,1,0,4,58.99129966509874,XSYpmx4_^,46.69209164671146,12.29920801838728,20.849189775799957,0,0,3,1,0,-1,3,19,14,18,15,14,14,9,6,1,2
5+0Af*lCD,0,1,1,1,0,-1,2,58.99129966509874,ACDfl50+*,46.1071291459903,12.884170519108435,21.840797867233885,0,0,3,1,0,-1,3,19,14,18,15,14,14,9,5,2,2
9/=P&Y0i@,0,3,1,0,1,0,5,58.99129966509874,PYi90/=&@,47.1071291459903,11.884170519108435,20.145632638332117,0,3,2,1,0,-1,5,19,14,19,14,13,13,9,3,2,4
qgvNI9$PV,0,0,2,2,0,-1,3,58.99129966509874,NIPVqgv9$,47.69209164671146,11.29920801838728,19.154024546898185,0,0,3,1,0,-1,3,15,14,15,14,14,14,9,7,1,1
)2CfMZxo;,1,0,3,1,0,0,5,58.99129966509874,CMZfxo2);,46.69209164671146,12.29920801838728,20.849189775799957,0,0,3,1,0,0,4,15,13,15,13,13,13,9,6,1,2
z0y+EJ?RH,0,1,1,2,1,-1,4,58.99129966509874,EJRHzy0+?,47.1071291459903,11.884170519108435,20.145632638332117,0,0,3,1,0,-1,3,20,16,20,16,15,15,9,6,1,2
6WN<v0<qy,0,1,1,1,0,0,3,58.99129966509874,WNvqy60<<,46.1071291459903,12.884170519108435,21.840797867233885,0,0,3,1,0,0,4,19,13,19,13,13,13,9,5,2,2
",S9sN~:oF",1,1,1,2,1,-1,5,58.99129966509874,"SNFso9,~:",46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,20,15,20,15,14,14,9,5,1,3
0$nKLmvi^,0,0,2,1,0,-1,2,58.99129966509874,KLnmvi0$^,47.1071291459903,11.884170519108435,20.145632638332117,0,0,3,1,0,-1,3,15,13,14,12,13,13,9,6,1,2
.qTu^}^1c,1,3,1,1,0,-1,5,58.99129966509874,Tquc1.^}^,47.69209164671146,11.29920801838728,19.154024546898185,0,3,2,0,0,-1,4,16,12,16,13,13,13,9,4,1,4
fw!Pg2odL,0,0,2,1,1,-1,3,58.99129966509874,PLfwgod2!,48.42905724087767,10.562242424221072,17.904746096770698,0,0,3,1,0,-1,3,15,12,15,12,12,12,9,7,1,1
u):6KcFJT,0,1,2,1,0,0,4,58.99129966509874,KFJTuc6):,47.1071291459903,11.884170519108435,20.145632638332117,0,0,3,1,0,-1,3,15,14,15,14,15,15,9,6,1,2
o(BTp2M[o,0,1,2,1,1,0,5,58.99129966509874,BTMopo2([,46.69209164671146,12.29920801838728,20.849189775799957,0,0,3,1,0,-1,3,19,14,19,14,13,13,9,6,1,2
$g^$$1v|B,1,5,0,0,0,0,6,58.99129966509874,Bgv1$^$$|,48.42905724087767,10.562242424221072,17.904746096770698,0,5,1,0,0,0,6,19,14,17,12,15,15,9,3,1,5
@x+3oYvx2,1,0,2,1,1,-1,4,58.99129966509874,Yxovx32@+,47.1071291459903,11.884170519108435,20.145632638332117,0,0,3,0,0,-1,2,17,12,17,12,12,12,9,5,2,2
l9%F>NRf],0,1,1,1,0,0,3,58.99129966509874,FNRlf9%>],46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,0,4,20,14,20,14,14,14,9,5,1,3
8F0Yr;9${,0,1,2,0,1,-1,3,58.99129966509874,FYr809;${,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,17,13,17,13,13,13,9,3,3,3
