originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,lostEntropy,percentEntropyLoss,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
":MD}X,3r+v",1,3,0,1,0,0,5,65.54588851677637,"MDXrv3:},+",51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,0,6,23,17,23,17,16,16,10,5,1,4
{Pfu_7P5>i,1,1,2,0,1,-1,4,65.54588851677637,PPfui75{_>,50.92475240350173,14.621136113274641,22.306717391636827,0,1,3,1,0,-1,4,22,14,22,14,15,15,10,5,2,3
"^,:Ll4~2R^",1,5,1,0,0,0,7,65.54588851677637,"LRl42^,:~^",52.661717997667935,12.884170519108435,19.656718080510498,0,5,2,1,0,0,8,22,16,19,15,16,16,10,3,2,5
3wA5~wfyRe,0,0,2,2,1,-2,3,65.54588851677637,ARwwfye35~,52.661717997667935,12.884170519108435,19.656718080510498,0,0,4,1,0,-1,4,17,14,17,14,13,13,10,7,2,1
"r};1:=Z,Nb",0,7,0,0,0,0,7,65.54588851677637,"ZNrb1};:=,",52.661717997667935,12.884170519108435,19.656718080510498,0,5,2,1,0,0,8,19,17,19,17,14,14,10,4,1,5
st<gOfZ@&8,0,3,1,1,0,-1,4,65.54588851677637,OZstgf8<@&,51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,-1,4,16,15,16,15,15,15,10,6,1,3
dJ}5GRA8pj,0,0,2,2,1,-1,4,65.54588851677637,JGRAdpj58},51.92475240350173,13.621136113274641,20.781068685625232,0,0,4,1,0,-1,4,20,16,20,16,15,15,10,7,2,1
",)1i*ZNq;U",1,3,1,1,0,0,6,65.54588851677637,"ZNUiq1,)*;",51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,-1,5,20,16,19,14,15,15,10,5,1,4
i&#8Zw$NS$,0,3,1,1,0,0,5,65.54588851677637,ZNSiw8&#$$,51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,-1,5,20,16,20,16,17,17,10,5,1,4
h|v+wzDA3N,0,1,2,1,1,-1,4,65.54588851677637,DANhvwz3|+,51.92475240350173,13.621136113274641,20.781068685625232,0,0,3,1,0,-1,3,21,15,21,15,15,15,10,7,1,2
!0vG.bvc@h,1,1,2,1,0,0,5,65.54588851677637,Gvbvch0!.@,53.2466804983891,12.29920801838728,18.76427079821996,0,1,3,0,0,0,4,17,12,17,12,13,13,10,6,1,3
