originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,lostEntropy,percentEntropyLoss,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
>1dyoxJ*2A,1,0,2,1,0,-1,3,65.54588851677637,JAdyox12>*,51.33978990278057,14.206098613995799,21.673515967915773,0,0,3,1,0,-1,3,20,14,18,15,14,14,10,6,2,2
"|ut4uHC,VC",1,0,2,2,1,-1,5,65.54588851677637,"HCVCutu4|,",51.92475240350173,13.621136113274641,20.781068685625232,0,0,3,1,0,-1,3,21,17,21,17,15,15,10,7,1,2
0J#%G:2rv=,0,3,1,0,0,0,4,65.54588851677637,JGrv02#%:=,51.33978990278057,14.206098613995799,21.673515967915773,0,3,2,1,0,0,6,21,16,21,16,15,15,10,4,2,4
~ApanH%:c5,1,1,2,1,0,-1,4,65.54588851677637,AHpanc5~%:,51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,-1,4,20,15,20,15,15,15,10,6,1,3
:X5;477LNa,1,0,2,1,0,-1,3,65.54588851677637,XLNa5477:;,51.92475240350173,13.621136113274641,20.781068685625232,0,0,3,1,0,-1,3,17,14,17,14,14,14,10,4,4,2
cJWUJB%b2S,0,0,2,1,1,-1,3,65.54588851677637,JWUJBScb2%,54.2466804983891,11.29920801838728,17.238622092208367,0,0,4,1,0,-1,4,21,18,21,18,17,17,10,8,1,1
"u>!4_aY$z,",0,5,0,1,0,-1,5,65.54588851677637,"Yuaz4>!_$,",53.2466804983891,12.29920801838728,18.76427079821996,0,5,2,0,0,-1,6,19,16,19,16,15,15,10,4,1,5
l^ZdPVX9{=,0,1,2,1,0,0,4,65.54588851677637,ZPVXld9^{=,51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,0,5,19,16,18,16,16,16,10,6,1,3
s6/29[8Sd0,0,1,1,0,1,-1,2,65.54588851677637,Ssd62980/[,52.661717997667935,12.884170519108435,19.656718080510498,0,0,3,0,0,0,3,16,13,16,13,11,11,10,3,5,2
{1>BVTzV;x,1,1,2,1,0,0,5,65.54588851677637,BVTVzx1{>;,51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,0,5,21,17,21,17,16,16,10,6,1,3
zQ<|IhVR77,0,1,2,2,0,-1,4,65.54588851677637,QIVRzh77<|,51.33978990278057,14.206098613995799,21.673515967915773,0,0,3,1,0,-1,3,18,16,18,16,16,16,10,6,2,2
@3BavUQ{{@,1,3,2,1,0,-1,6,65.54588851677637,BUQav3@{{@,51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,-1,5,18,16,18,16,17,17,10,5,1,4
m_UqXF*<X4,0,3,1,1,0,-1,4,65.54588851677637,UXFXmq4_*<,51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,-1,4,21,16,21,18,17,17,10,6,1,3
}!^k;3><QI,1,7,0,1,0,0,9,65.54588851677637,QIk3}!^;><,54.2466804983891,11.29920801838728,17.238622092208367,0,7,1,1,0,-1,8,20,18,19,16,17,17,10,3,1,6
bB<X7UaHG[,0,0,2,2,1,-1,4,65.54588851677637,BXUHGba7<[,52.661717997667935,12.884170519108435,19.656718080510498,0,0,3,1,0,-1,3,22,17,22,17,16,16,10,7,1,2
+S#T}@24g~,1,5,1,0,0,0,7,65.54588851677637,STg24+#}@~,52.661717997667935,12.884170519108435,19.656718080510498,0,5,2,1,0,0,8,24,16,24,16,17,17,10,3,2,5
9i>]?+WMid,0,5,1,1,0,-1,6,65.54588851677637,WMiid9>]?+,51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,-1,5,19,16,19,16,15,15,10,5,1,4
v%x{Q2W2V-,0,1,2,0,1,0,4,65.54588851677637,QWVvx22%{-,50.92475240350173,14.621136113274641,22.306717391636827,0,1,3,1,0,0,5,24,16,24,16,15,15,10,5,2,3
|3FzEGdK~j,1,0,3,1,0,-1,4,65.54588851677637,FEGKzdj3|~,51.92475240350173,13.621136113274641,20.781068685625232,0,0,3,1,0,-1,3,21,16,21,16,16,16,10,7,1,2
w#M1%m$KK0,0,3,0,1,0,0,4,65.54588851677637,MKKwm10#%$,50.92475240350173,14.621136113274641,22.306717391636827,0,1,3,1,0,0,5,22,16,22,16,16,16,10,5,2,3
s)3b{Xd-[O,0,5,0,0,0,0,5,65.54588851677637,XOsbd3){-[,51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,-1,5,20,16,20,16,14,14,10,5,1,4
|W9v=s>zZr,1,1,2,1,1,0,6,65.54588851677637,WZvszr9|=>,51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,0,5,23,14,23,14,14,14,10,6,1,3
m/%#X2bxx_,0,3,2,0,1,0,6,65.54588851677637,Xmbxx2/%#_,52.92475240350173,12.621136113274641,19.25541997961364,0,3,2,0,0,0,5,18,13,18,13,14,14,10,5,1,4
]JB4Zz5gO1,1,0,4,1,1,-1,6,65.54588851677637,JBZOzg451],51.92475240350173,13.621136113274641,20.781068685625232,0,0,4,1,0,-1,4,22,16,22,16,14,14,10,6,3,1
s$J9ss_3($,0,3,1,0,1,0,5,65.54588851677637,Jsss93$_($,51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,0,0,0,5,18,14,18,14,15,15,10,4,2,4
1a*2VK}Oun,0,1,1,1,0,-1,2,65.54588851677637,VKOaun12*},50.92475240350173,14.621136113274641,22.306717391636827,0,0,3,1,0,-1,3,22,15,20,15,15,15,10,6,2,2
rV]&?<uv3A,0,5,1,1,1,-1,7,65.54588851677637,VAruv3]&?<,51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,-1,5,19,16,19,16,15,15,10,5,1,4
=o.%3@lI!/,1,7,0,1,0,-1,8,65.54588851677637,Iol3=.%@!/,54.2466804983891,11.29920801838728,17.238622092208367,0,7,1,0,0,-1,7,19,16,19,16,14,14,10,3,1,6
.DVi3CB+ba,1,0,2,1,1,-2,3,65.54588851677637,DVCBiba3.+,51.92475240350173,13.621136113274641,20.781068685625232,0,0,3,1,0,-1,3,21,16,21,16,15,15,10,7,1,2
$^9]%nn;|K,1,7,0,0,0,0,8,65.54588851677637,Knn9$^]%;|,54.2466804983891,11.29920801838728,17.238622092208367,0,7,1,0,0,0,8,19,15,17,15,15,15,10,3,1,6
9BkzcUk34>,0,0,4,1,1,-1,5,65.54588851677637,BUkzck934>,51.92475240350173,13.621136113274641,20.781068685625232,0,0,4,1,0,-1,4,16,14,16,14,13,13,10,6,3,1
dC0NWN76-t,0,0,3,1,1,0,5,65.54588851677637,CNWNdt076-,51.92475240350173,13.621136113274641,20.781068685625232,0,0,4,1,0,0,5,18,15,18,15,14,14,10,6,3,1
5Wp6Zb1&be,0,0,3,0,1,-1,3,65.54588851677637,WZpbbe561&,51.92475240350173,13.621136113274641,20.781068685625232,0,0,4,1,0,-1,4,18,13,18,13,13,13,10,6,3,1
#fFyv6Z[0e,1,0,2,1,1,-1,4,65.54588851677637,FZfyve60#[,51.33978990278057,14.206098613995799,21.673515967915773,0,0,3,1,0,-1,3,21,14,21,14,13,13,10,6,2,2
(?b$(<aT9i,1,5,1,1,1,-1,8,65.54588851677637,Tbai9(?$(<,53.2466804983891,12.29920801838728,18.76427079821996,0,5,2,0,0,-1,6,18,13,18,13,16,16,10,4,1,5
33MI#Nb/hM,0,1,1,2,0,-2,2,65.54588851677637,MINMbh33#/,51.33978990278057,14.206098613995799,21.673515967915773,0,0,3,1,0,-1,3,21,17,21,17,15,15,10,6,2,2
3Rk^NFE4[A,0,1,2,1,0,-1,3,65.54588851677637,RNFEAk34^[,52.661717997667935,12.884170519108435,19.656718080510498,0,0,3,1,0,-1,3,23,17,22,17,16,16,10,6,2,2
"2<,9-6vEw1",0,3,1,1,1,-1,5,65.54588851677637,"Evw2961<,-",51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,0,0,-1,3,16,14,16,14,12,12,10,3,4,3
:XI$6:>.g9,1,5,0,1,0,0,7,65.54588851677637,XIg69:$:>.,52.661717997667935,12.884170519108435,19.656718080510498,0,5,2,1,0,-1,7,19,15,19,15,16,16,10,3,2,5
=e9o%i1UG),1,1,2,1,2,-1,6,65.54588851677637,UGeoi91=%),50.92475240350173,14.621136113274641,22.306717391636827,0,1,3,1,0,-1,4,23,15,23,15,14,14,10,5,2,3
q.V!X5-=.~,0,7,0,0,0,0,7,65.54588851677637,VXq5.!-=.~,54.2466804983891,11.29920801838728,17.238622092208367,0,7,1,1,0,0,9,20,16,20,16,14,14,10,3,1,6
2fCy]A:DT>,0,1,1,2,0,0,4,65.54588851677637,CADTfy2]:>,51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,-1,4,23,18,23,18,16,16,10,6,1,3
=-dHL1-erC,1,1,2,2,0,-1,5,65.54588851677637,HLCder1=--,51.50971490422289,14.036173612553485,21.41427010934629,0,1,3,1,0,-1,4,19,16,19,16,13,13,10,6,1,3
$TRsicYeZ3,1,0,4,1,0,-1,5,65.54588851677637,TRYZsice3$,52.92475240350173,12.621136113274641,19.25541997961364,0,0,4,1,0,-1,4,17,15,17,15,15,15,10,8,1,1
6CrJ?ofNTD,0,0,2,2,0,-1,3,65.54588851677637,CJNTDrof6?,53.2466804983891,12.29920801838728,18.76427079821996,0,0,4,1,0,-1,4,19,16,19,16,16,16,10,8,1,1
5zur;0nwGN,0,0,2,1,0,-1,2,65.54588851677637,GNzurnw50;,52.661717997667935,12.884170519108435,19.656718080510498,0,0,4,1,0,-1,4,16,13,16,13,12,12,10,7,2,1
(4s9wHh;Kc,1,0,2,1,1,0,5,65.54588851677637,HKswhc49(;,51.33978990278057,14.206098613995799,21.673515967915773,0,0,3,1,0,0,4,18,13,18,13,13,13,10,6,2,2
;;9KRKEvrA,1,0,3,1,0,-1,4,65.54588851677637,KRKEAvr9;;,52.661717997667935,12.884170519108435,19.656718080510498,0,0,3,1,0,-1,3,17,16,17,16,15,15,10,7,1,2
cNSG^jNNE7,0,0,2,2,0,-1,3,65.54588851677637,NSGNNEcj7^,54.2466804983891,11.29920801838728,17.238622092208367,0,0,4,1,0,-1,4,20,18,19,17,17,17,10,8,1,1
_>j6QR9z;D,1,1,2,1,1,0,6,65.54588851677637,QRDjz69_>;,50.92475240350173,14.621136113274641,22.306717391636827,0,1,3,1,0,0,5,22,16,22,16,15,15,10,5,2,3
7WX;>jA$<O,0,5,1,2,0,-1,7,65.54588851677637,WXAOj7;>$<,52.92475240350173,12.621136113274641,19.25541997961364,0,3,2,1,0,-1,5,22,18,22,18,17,17,10,5,1,4
3[1sbkzId:,0,0,3,1,0,-1,3,65.54588851677637,Isbkzd31[:,52.661717997667935,12.884170519108435,19.656718080510498,0,0,3,0,0,-1,2,16,14,16,14,12,12,10,6,2,2
3P4g6qi}Ud,0,0,3,0,1,-1,3,65.54588851677637,PUgqid346},51.92475240350173,13.621136113274641,20.781068685625232,0,0,4,1,0,-1,4,21,14,21,14,13,13,10,6,3,1
r_J644$Zvo,0,1,1,0,0,-1,1,65.54588851677637,JZrvo644_$,50.92475240350173,14.621136113274641,22.306717391636827,0,0,3,1,0,-1,3,17,15,17,15,14,14,10,5,3,2
y^q{bjl]H2,0,3,1,0,0,0,4,65.54588851677637,Hyqbjl2^{],53.2466804983891,12.29920801838728,18.76427079821996,0,1,3,0,0,-1,3,21,13,20,13,13,13,10,6,1,3
iy?5Lckm4(,0,0,2,0,1,-1,2,65.54588851677637,Liyckm54?(,52.661717997667935,12.884170519108435,19.656718080510498,0,0,3,0,0,-1,2,14,12,14,12,13,13,10,6,2,2
:#G0t*&2~X,1,5,1,0,1,0,8,65.54588851677637,GXt02:#*&~,52.661717997667935,12.884170519108435,19.656718080510498,0,5,2,1,0,0,8,22,16,20,16,17,17,10,3,2,5
x:Fs0kkyZC,0,0,3,1,1,-1,4,65.54588851677637,FZCxskky0:,53.2466804983891,12.29920801838728,18.76427079821996,0,0,4,1,0,-1,4,17,14,17,14,14,14,10,8,1,1
^hp~ZCue9E,1,0,2,1,1,0,5,65.54588851677637,ZCEhpue9^~,51.92475240350173,13.621136113274641,20.781068685625232,0,0,3,1,0,-1,3,21,15,20,15,15,15,10,7,1,2
wW70MJ|$$H,0,3,2,1,1,0,7,65.54588851677637,WMJHw70|$$,51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,0,5,20,17,20,17,17,17,10,5,2,3
5D}#E$Rpv4,0,3,1,0,0,0,4,65.54588851677637,DERpv54}#$,50.92475240350173,14.621136113274641,22.306717391636827,0,1,3,1,0,-1,4,21,16,21,16,16,16,10,5,2,3
1!j^a5Vb@C,0,3,1,0,1,0,5,65.54588851677637,VCjab15!^@,50.92475240350173,14.621136113274641,22.306717391636827,0,1,3,1,0,-1,4,21,15,20,13,15,15,10,5,2,3
5yiP8buZG[,0,0,4,1,1,-1,5,65.54588851677637,PZGyibu58[,51.92475240350173,13.621136113274641,20.781068685625232,0,0,4,1,0,-1,4,19,15,19,15,13,13,10,7,2,1
"+;CFs7,7XT",1,1,2,2,0,0,6,65.54588851677637,"CFXTs77+;,",51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,0,5,20,17,20,17,15,15,10,5,2,3
"^Ug,.*($4Z",1,7,0,0,0,-1,7,65.54588851677637,"UZg4^,.*($",54.2466804983891,11.29920801838728,17.238622092208367,0,7,1,1,0,-1,8,19,17,16,13,16,16,10,3,1,6
"fJT,({6v/w",0,5,1,1,0,0,7,65.54588851677637,"JTfvw6,({/",51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,0,6,18,15,18,15,14,14,10,5,1,4
>#?*44%O)h,1,7,0,0,0,0,8,65.54588851677637,Oh44>#?*%),54.2466804983891,11.29920801838728,17.238622092208367,0,7,1,0,0,-1,7,20,16,18,16,17,17,10,2,2,6
k/*juNA!d2,0,3,1,1,0,-1,4,65.54588851677637,NAkjud2/*!,51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,-1,4,18,15,17,13,14,14,10,6,1,3
"3r*,U]dkwW",0,3,1,1,0,0,5,65.54588851677637,"UWrdkw3*,]",51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,-1,4,21,16,19,14,13,13,10,6,1,3
mC1L78T<6k,0,0,3,1,1,-1,4,65.54588851677637,CLTmk1786<,51.92475240350173,13.621136113274641,20.781068685625232,0,0,4,1,0,0,5,21,15,21,15,14,14,10,5,4,1
#EsCbBb7RE,1,0,4,1,1,-1,6,65.54588851677637,ECBREsbb7#,53.2466804983891,12.29920801838728,18.76427079821996,0,0,4,1,0,-1,4,20,17,20,17,16,16,10,8,1,1
"#gAz^,n9D<",1,3,2,1,1,-1,7,65.54588851677637,"ADgzn9#^,<",51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,-1,5,23,16,21,16,15,15,10,5,1,4
|*o$.iMu|7,1,5,1,1,0,-1,7,65.54588851677637,Moiu7|*$.|,53.2466804983891,12.29920801838728,18.76427079821996,0,5,2,0,0,-1,6,19,15,20,15,15,15,10,4,1,5
0e*b>*zK=7,0,5,0,1,0,0,6,65.54588851677637,Kebz07*>*=,51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,0,0,-1,4,22,13,22,15,14,14,10,4,2,4
!01Zo45L[a,1,0,3,0,1,-1,4,65.54588851677637,ZLoa0145![,51.33978990278057,14.206098613995799,21.673515967915773,0,0,3,1,0,-1,3,19,14,19,14,13,13,10,4,4,2
+C+k#a1E}7,1,3,1,0,1,0,6,65.54588851677637,CEka17++#},51.33978990278057,14.206098613995799,21.673515967915773,0,3,2,1,0,-1,5,26,14,26,14,16,16,10,4,2,4
"e2/H,YndKs",0,1,1,1,0,-1,2,65.54588851677637,"HYKends2/,",51.92475240350173,13.621136113274641,20.781068685625232,0,0,3,1,0,-1,3,17,14,17,14,13,13,10,7,1,2
eS763>TCx/,0,0,3,2,0,-1,4,65.54588851677637,STCex763>/,50.92475240350173,14.621136113274641,22.306717391636827,0,0,3,1,0,-1,3,17,16,17,16,14,14,10,5,3,2
]0z2I4F)la,1,0,2,0,1,-1,3,65.54588851677637,IFzla024]),50.92475240350173,14.621136113274641,22.306717391636827,0,0,3,1,0,-1,3,22,15,22,15,13,13,10,5,3,2
$+_-yX9$iq,1,5,1,1,0,-2,6,65.54588851677637,Xyiq9$+_-$,53.2466804983891,12.29920801838728,18.76427079821996,0,5,2,0,0,-1,6,17,14,17,14,15,15,10,4,1,5
r#i$#?7%L8,0,7,0,0,0,0,7,65.54588851677637,Lri78#$#?%,52.661717997667935,12.884170519108435,19.656718080510498,0,5,2,0,0,-1,6,20,17,20,17,16,16,10,3,2,5
