originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,lostEntropy,percentEntropyLoss,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
9#@z$tgH,0,3,0,1,0,0,4,52.4367108134211,Hztg9#@$,42.307427796476134,10.129283016944967,19.317159409534117,0,1,2,0,0,0,3,15,12,15,12,12,12,8,4,1,3
:qWaX5aE,1,0,3,1,1,-1,5,52.4367108134211,WXEqaa5:,42.307427796476134,10.129283016944967,19.317159409534117,0,0,3,1,0,-1,3,15,12,15,12,12,12,8,6,1,1
x$K|la9g,0,1,1,0,1,-1,2,52.4367108134211,Kxlag9$|,42.72246529575498,9.714245517666123,18.525657629882797,0,0,2,0,0,-1,1,16,11,16,11,11,11,8,5,1,2
"<hl9,jZJ",1,0,2,1,0,0,4,52.4367108134211,"ZJhlj9<,",41.72246529575498,10.714245517666123,20.432718512397287,0,0,2,1,0,0,3,15,13,15,13,11,11,8,5,1,2
(>0ScZf0,1,0,2,1,1,0,5,52.4367108134211,SZcf00(>,41.137502795033825,11.29920801838728,21.54827761526046,0,0,2,1,0,0,3,15,12,15,12,12,12,8,4,2,2
b5kMf[bQ,0,0,2,2,1,0,5,52.4367108134211,MQbkfb5[,42.72246529575498,9.714245517666123,18.525657629882797,0,0,3,1,0,0,4,15,12,15,12,10,10,8,6,1,1
0[Y5edne,0,0,2,0,1,-1,2,52.4367108134211,Yedne05[,42.72246529575498,9.714245517666123,18.525657629882797,0,0,3,0,0,-1,2,14,11,14,11,9,9,8,5,2,1
+Ih.8}3d,1,1,0,0,0,-1,1,52.4367108134211,Ihd83+.},41.72246529575498,10.714245517666123,20.432718512397287,0,1,2,0,0,-1,2,16,13,16,13,11,11,8,3,2,3
l}:5GGoh,0,1,1,1,0,-1,2,52.4367108134211,GGloh5}:,41.72246529575498,10.714245517666123,20.432718512397287,0,0,2,1,0,-1,2,14,13,14,13,12,12,8,5,1,2
yoru6Vy+,0,0,3,0,1,-1,3,52.4367108134211,Vyoruy6+,44.04439339064234,8.39231742277876,16.0046602706262,0,0,3,0,0,-1,2,13,11,13,11,10,10,8,6,1,1
"7vJ(8,B{",0,1,1,1,0,0,3,52.4367108134211,"JBv78(,{",41.72246529575498,10.714245517666123,20.432718512397287,0,1,2,1,0,0,4,16,12,16,12,12,12,8,3,2,3
4O1nN=;=,0,1,2,1,1,0,5,52.4367108134211,ONn41=;=,41.72246529575498,10.714245517666123,20.432718512397287,0,1,2,1,0,-1,3,18,14,18,14,10,10,8,3,2,3
t%3I5VRh,0,0,2,1,1,0,4,52.4367108134211,IVRth35%,41.72246529575498,10.714245517666123,20.432718512397287,0,0,3,1,0,-1,3,17,13,17,13,12,12,8,5,2,1
.+gS80yb,1,0,2,1,1,-1,4,52.4367108134211,Sgyb80.+,41.72246529575498,10.714245517666123,20.432718512397287,0,0,2,0,0,-1,1,14,11,14,11,10,10,8,4,2,2
b*9T:U#L,0,3,0,0,0,0,3,52.4367108134211,TULb9*:#,42.307427796476134,10.129283016944967,19.317159409534117,0,1,2,1,0,-1,3,20,15,18,13,14,14,8,4,1,3
