originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,lostEntropy,percentEntropyLoss,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
~.p:2aAO,1,1,1,1,0,0,4,52.4367108134211,AOpa2~.:,41.72246529575498,10.714245517666123,20.432718512397287,0,1,2,1,0,-1,3,16,13,16,13,12,12,8,4,1,3
dIle>E^6,0,1,1,1,0,-1,2,52.4367108134211,IEdle6>^,41.72246529575498,10.714245517666123,20.432718512397287,0,0,2,1,0,-1,2,16,12,14,13,12,12,8,5,1,2
>MT5qoBy,1,0,3,1,1,-1,5,52.4367108134211,MTBqoy5>,42.307427796476134,10.129283016944967,19.317159409534117,0,0,3,1,0,-1,3,16,13,16,13,12,12,8,6,1,1
6DAQT|vJ,0,0,2,2,0,-1,3,52.4367108134211,DAQTJv6|,44.04439339064234,8.39231742277876,16.0046602706262,0,0,3,1,0,-1,3,18,15,18,15,14,14,8,6,1,1
tIcf/F9V,0,0,1,1,1,-1,2,52.4367108134211,IFVtcf9/,42.307427796476134,10.129283016944967,19.317159409534117,0,0,3,1,0,-1,3,15,12,15,12,11,11,8,6,1,1
7|)nLThO,0,1,1,1,0,-1,2,52.4367108134211,LTOnh7|),41.72246529575498,10.714245517666123,20.432718512397287,0,0,2,1,0,-1,2,15,14,15,14,13,13,8,5,1,2
u[/08S69,0,1,1,0,1,-1,2,52.4367108134211,Su0869[/,42.72246529575498,9.714245517666123,18.525657629882797,0,0,2,0,0,-1,1,14,12,14,12,9,9,8,2,4,2
@5!bB}Cx,1,1,0,1,0,0,3,52.4367108134211,BCbx5@!},41.72246529575498,10.714245517666123,20.432718512397287,0,1,2,1,0,0,4,15,12,15,12,13,13,8,4,1,3
|Ies5Xws,1,0,3,0,1,-1,4,52.4367108134211,IXesws5|,42.72246529575498,9.714245517666123,18.525657629882797,0,0,3,1,0,-1,3,15,12,15,12,11,11,8,6,1,1
0Jm>6/!{,0,3,1,0,0,0,4,52.4367108134211,Jm06>/!{,42.72246529575498,9.714245517666123,18.525657629882797,0,3,1,0,0,0,4,15,13,15,13,12,12,8,2,2,4
d@B7(c;M,0,3,0,0,0,0,3,52.4367108134211,BMdc7@(;,41.72246529575498,10.714245517666123,20.432718512397287,0,1,2,1,0,0,4,16,11,16,11,12,12,8,4,1,3
]bU6f<+1,1,1,1,1,1,-1,4,52.4367108134211,Ubf61]<+,41.72246529575498,10.714245517666123,20.432718512397287,0,1,2,0,0,-1,2,17,11,17,11,11,11,8,3,2,3
mK$GA1vT,0,0,1,2,1,-1,3,52.4367108134211,KGATmv1$,42.72246529575498,9.714245517666123,18.525657629882797,0,0,3,1,0,-1,3,16,13,16,13,13,13,8,6,1,1
n}ciVf#1,0,1,1,1,0,-1,2,52.4367108134211,Vncif1}#,42.72246529575498,9.714245517666123,18.525657629882797,0,0,2,0,0,-1,1,15,11,15,11,11,11,8,5,1,2
.%_SM-0u,1,3,0,1,0,0,5,52.4367108134211,SMu0.%_-,42.72246529575498,9.714245517666123,18.525657629882797,0,3,1,1,0,-1,4,15,13,15,13,12,12,8,3,1,4
"zK&$&0],",0,5,0,1,0,0,6,52.4367108134211,"Kz0&$&],",44.04439339064234,8.39231742277876,16.0046602706262,0,5,1,0,0,0,6,12,12,12,12,12,12,8,2,1,5
}iAv-0i7,1,0,2,1,1,-1,4,52.4367108134211,Aivi07}-,41.72246529575498,10.714245517666123,20.432718512397287,0,0,2,0,0,-1,1,15,12,15,12,10,10,8,4,2,2
